"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
OK,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.032,,10/01/2021,09/30/2022
OK,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.272,,10/01/2021,09/30/2022
OK,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.147,,10/01/2021,09/30/2022
OK,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.546,,10/01/2021,09/30/2022
OK,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.721,,10/01/2021,09/30/2022
OK,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.629,,10/01/2021,09/30/2022
OK,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.082,,10/01/2021,09/30/2022
OK,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.489,,10/01/2021,09/30/2022
OK,HAI_3_SIR,SSI - Colon Surgery,1.274,,10/01/2021,09/30/2022
OK,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.597,,10/01/2021,09/30/2022
OK,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.096,,10/01/2021,09/30/2022
OK,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.818,,10/01/2021,09/30/2022
OK,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.979,,10/01/2021,09/30/2022
OK,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.348,,10/01/2021,09/30/2022
OK,HAI_5_SIR,MRSA Bacteremia,1.152,,10/01/2021,09/30/2022
OK,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.372,,10/01/2021,09/30/2022
OK,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.446,,10/01/2021,09/30/2022
OK,HAI_6_SIR,Clostridium Difficile (C.Diff),0.408,,10/01/2021,09/30/2022
OR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.566,,10/01/2021,09/30/2022
OR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.808,,10/01/2021,09/30/2022
OR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.679,,10/01/2021,09/30/2022
OR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.783,,10/01/2021,09/30/2022
OR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.044,,10/01/2021,09/30/2022
OR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.907,,10/01/2021,09/30/2022
OR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.692,,10/01/2021,09/30/2022
OR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.035,,10/01/2021,09/30/2022
OR,HAI_3_SIR,SSI - Colon Surgery,0.851,,10/01/2021,09/30/2022
OR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.536,,10/01/2021,09/30/2022
OR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.358,,10/01/2021,09/30/2022
OR,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.876,,10/01/2021,09/30/2022
OR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.708,,10/01/2021,09/30/2022
OR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.060,,10/01/2021,09/30/2022
OR,HAI_5_SIR,MRSA Bacteremia,0.871,,10/01/2021,09/30/2022
OR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.527,,10/01/2021,09/30/2022
OR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.630,,10/01/2021,09/30/2022
OR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.577,,10/01/2021,09/30/2022
PA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.838,,10/01/2021,09/30/2022
PA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.959,,10/01/2021,09/30/2022
PA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.897,,10/01/2021,09/30/2022
PA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.798,,10/01/2021,09/30/2022
PA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.901,,10/01/2021,09/30/2022
PA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.849,,10/01/2021,09/30/2022
PA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.800,,10/01/2021,09/30/2022
PA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.985,,10/01/2021,09/30/2022
PA,HAI_3_SIR,SSI - Colon Surgery,0.889,,10/01/2021,09/30/2022
PA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.947,,10/01/2021,09/30/2022
PA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.465,,10/01/2021,09/30/2022
PA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.185,,10/01/2021,09/30/2022
PA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.924,,10/01/2021,09/30/2022
PA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.102,,10/01/2021,09/30/2022
PA,HAI_5_SIR,MRSA Bacteremia,1.010,,10/01/2021,09/30/2022
PA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.573,,10/01/2021,09/30/2022
PA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.622,,10/01/2021,09/30/2022
PA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.597,,10/01/2021,09/30/2022
PR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.162,,10/01/2021,09/30/2022
PR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.852,,10/01/2021,09/30/2022
PR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.477,,10/01/2021,09/30/2022
PR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.623,,10/01/2021,09/30/2022
PR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.971,,10/01/2021,09/30/2022
PR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.783,,10/01/2021,09/30/2022
PR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
PR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
PR,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,10/01/2021,09/30/2022
PR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.689,,10/01/2021,09/30/2022
PR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,7.369,,10/01/2021,09/30/2022
PR,HAI_4_SIR,SSI - Abdominal Hysterectomy,2.708,,10/01/2021,09/30/2022
PR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.021,,10/01/2021,09/30/2022
PR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.419,,10/01/2021,09/30/2022
PR,HAI_5_SIR,MRSA Bacteremia,0.127,,10/01/2021,09/30/2022
PR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.191,,10/01/2021,09/30/2022
PR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.375,,10/01/2021,09/30/2022
PR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.271,,10/01/2021,09/30/2022
RI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.652,,10/01/2021,09/30/2022
RI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.118,,10/01/2021,09/30/2022
RI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.861,,10/01/2021,09/30/2022
RI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.731,,10/01/2021,09/30/2022
RI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.176,,10/01/2021,09/30/2022
RI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.934,,10/01/2021,09/30/2022
RI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.501,,10/01/2021,09/30/2022
RI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.209,,10/01/2021,09/30/2022
RI,HAI_3_SIR,SSI - Colon Surgery,0.797,,10/01/2021,09/30/2022
RI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.011,,10/01/2021,09/30/2022
RI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.109,,10/01/2021,09/30/2022
RI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.225,,10/01/2021,09/30/2022
RI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.515,,10/01/2021,09/30/2022
RI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.115,,10/01/2021,09/30/2022
RI,HAI_5_SIR,MRSA Bacteremia,0.772,,10/01/2021,09/30/2022
RI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.214,,10/01/2021,09/30/2022
RI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.353,,10/01/2021,09/30/2022
RI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.277,,10/01/2021,09/30/2022
SC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.841,,10/01/2021,09/30/2022
SC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.067,,10/01/2021,09/30/2022
SC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.949,,10/01/2021,09/30/2022
SC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.714,,10/01/2021,09/30/2022
SC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.907,,10/01/2021,09/30/2022
SC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.806,,10/01/2021,09/30/2022
SC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.511,,10/01/2021,09/30/2022
SC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.765,,10/01/2021,09/30/2022
SC,HAI_3_SIR,SSI - Colon Surgery,0.628,,10/01/2021,09/30/2022
SC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.603,,10/01/2021,09/30/2022
SC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.152,,10/01/2021,09/30/2022
SC,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.845,,10/01/2021,09/30/2022
SC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.125,,10/01/2021,09/30/2022
SC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.435,,10/01/2021,09/30/2022
SC,HAI_5_SIR,MRSA Bacteremia,1.273,,10/01/2021,09/30/2022
SC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.346,,10/01/2021,09/30/2022
SC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.412,,10/01/2021,09/30/2022
SC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.378,,10/01/2021,09/30/2022
SD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.067,,10/01/2021,09/30/2022
SD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.821,,10/01/2021,09/30/2022
SD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.406,,10/01/2021,09/30/2022
SD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.586,,10/01/2021,09/30/2022
SD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.060,,10/01/2021,09/30/2022
SD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.797,,10/01/2021,09/30/2022
SD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.604,,10/01/2021,09/30/2022
SD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.329,,10/01/2021,09/30/2022
SD,HAI_3_SIR,SSI - Colon Surgery,0.914,,10/01/2021,09/30/2022
SD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.419,,10/01/2021,09/30/2022
SD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.576,,10/01/2021,09/30/2022
SD,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.859,,10/01/2021,09/30/2022
SD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.495,,10/01/2021,09/30/2022
SD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.088,,10/01/2021,09/30/2022
SD,HAI_5_SIR,MRSA Bacteremia,0.748,,10/01/2021,09/30/2022
SD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.429,,10/01/2021,09/30/2022
SD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.597,,10/01/2021,09/30/2022
SD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.508,,10/01/2021,09/30/2022
TN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.703,,10/01/2021,09/30/2022
TN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.851,,10/01/2021,09/30/2022
TN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.774,,10/01/2021,09/30/2022
TN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.591,,10/01/2021,09/30/2022
TN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.719,,10/01/2021,09/30/2022
TN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.653,,10/01/2021,09/30/2022
TN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.575,,10/01/2021,09/30/2022
TN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.788,,10/01/2021,09/30/2022
TN,HAI_3_SIR,SSI - Colon Surgery,0.675,,10/01/2021,09/30/2022
TN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.710,,10/01/2021,09/30/2022
TN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.245,,10/01/2021,09/30/2022
TN,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.949,,10/01/2021,09/30/2022
TN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.136,,10/01/2021,09/30/2022
TN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.393,,10/01/2021,09/30/2022
TN,HAI_5_SIR,MRSA Bacteremia,1.259,,10/01/2021,09/30/2022
TN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.309,,10/01/2021,09/30/2022
TN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.361,,10/01/2021,09/30/2022
TN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.334,,10/01/2021,09/30/2022
TX,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.768,,10/01/2021,09/30/2022
TX,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.857,,10/01/2021,09/30/2022
TX,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.812,,10/01/2021,09/30/2022
TX,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.557,,10/01/2021,09/30/2022
TX,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.630,,10/01/2021,09/30/2022
TX,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.592,,10/01/2021,09/30/2022
TX,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.745,,10/01/2021,09/30/2022
TX,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.875,,10/01/2021,09/30/2022
TX,HAI_3_SIR,SSI - Colon Surgery,0.808,,10/01/2021,09/30/2022
TX,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.800,,10/01/2021,09/30/2022
TX,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.048,,10/01/2021,09/30/2022
TX,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.918,,10/01/2021,09/30/2022
TX,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.833,,10/01/2021,09/30/2022
TX,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.962,,10/01/2021,09/30/2022
TX,HAI_5_SIR,MRSA Bacteremia,0.896,,10/01/2021,09/30/2022
TX,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.367,,10/01/2021,09/30/2022
TX,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.396,,10/01/2021,09/30/2022
TX,HAI_6_SIR,Clostridium Difficile (C.Diff),0.381,,10/01/2021,09/30/2022
UT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.644,,10/01/2021,09/30/2022
UT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.968,,10/01/2021,09/30/2022
UT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.794,,10/01/2021,09/30/2022
UT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.625,,10/01/2021,09/30/2022
UT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.921,,10/01/2021,09/30/2022
UT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.762,,10/01/2021,09/30/2022
UT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.588,,10/01/2021,09/30/2022
UT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.008,,10/01/2021,09/30/2022
UT,HAI_3_SIR,SSI - Colon Surgery,0.776,,10/01/2021,09/30/2022
UT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.500,,10/01/2021,09/30/2022
UT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.236,,10/01/2021,09/30/2022
UT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.807,,10/01/2021,09/30/2022
UT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.473,,10/01/2021,09/30/2022
UT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.896,,10/01/2021,09/30/2022
UT,HAI_5_SIR,MRSA Bacteremia,0.659,,10/01/2021,09/30/2022
UT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.513,,10/01/2021,09/30/2022
UT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.645,,10/01/2021,09/30/2022
UT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.576,,10/01/2021,09/30/2022
VA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.749,,10/01/2021,09/30/2022
VA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.926,,10/01/2021,09/30/2022
VA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.834,,10/01/2021,09/30/2022
VA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.638,,10/01/2021,09/30/2022
VA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.795,,10/01/2021,09/30/2022
VA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.714,,10/01/2021,09/30/2022
VA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.543,,10/01/2021,09/30/2022
VA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.760,,10/01/2021,09/30/2022
VA,HAI_3_SIR,SSI - Colon Surgery,0.644,,10/01/2021,09/30/2022
VA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.677,,10/01/2021,09/30/2022
VA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.155,,10/01/2021,09/30/2022
VA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.892,,10/01/2021,09/30/2022
VA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.849,,10/01/2021,09/30/2022
VA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.092,,10/01/2021,09/30/2022
VA,HAI_5_SIR,MRSA Bacteremia,0.964,,10/01/2021,09/30/2022
VA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.306,,10/01/2021,09/30/2022
VA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.355,,10/01/2021,09/30/2022
VA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.330,,10/01/2021,09/30/2022
VI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,10/01/2021,09/30/2022
VI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,10/01/2021,09/30/2022
VI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,10/01/2021,09/30/2022
VI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,10/01/2021,09/30/2022
VI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_5_SIR,MRSA Bacteremia,Not Available,5,10/01/2021,09/30/2022
VI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
VI,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,10/01/2021,09/30/2022
VT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.410,,10/01/2021,09/30/2022
VT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.014,,10/01/2021,09/30/2022
VT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.662,,10/01/2021,09/30/2022
VT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,1.020,,10/01/2021,09/30/2022
VT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.760,,10/01/2021,09/30/2022
VT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.352,,10/01/2021,09/30/2022
VT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.043,,10/01/2021,09/30/2022
VT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.293,,10/01/2021,09/30/2022
VT,HAI_3_SIR,SSI - Colon Surgery,1.577,,10/01/2021,09/30/2022
VT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.390,,10/01/2021,09/30/2022
VT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.964,,10/01/2021,09/30/2022
VT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.229,,10/01/2021,09/30/2022
VT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.200,,10/01/2021,09/30/2022
VT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.818,,10/01/2021,09/30/2022
VT,HAI_5_SIR,MRSA Bacteremia,0.431,,10/01/2021,09/30/2022
VT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.603,,10/01/2021,09/30/2022
VT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.881,,10/01/2021,09/30/2022
VT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.732,,10/01/2021,09/30/2022
WA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.797,,10/01/2021,09/30/2022
